Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,Sales,24,3,Medical,1,1953,Male,5,Sales Executive,Divorced,57450,1,Y,17,8,3,3,4,3,1,2
42,No,Travel_Rarely,Research & Development,23,4,Other,1,1954,Male,1,Research Scientist,Married,23730,6,Y,14,8,1,21,3,1,0,0
50,No,Travel_Rarely,Sales,27,3,Medical,1,1955,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0
59,No,Travel_Rarely,Research & Development,16,4,Medical,1,1956,Female,5,Laboratory Technician,Single,186650,3,Y,12,8,0,30,3,5,4,3
37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,1957,Male,2,Laboratory Technician,Married,44850,5,Y,11,8,1,15,2,1,0,0
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,1958,Female,2,Sales Executive,Married,27890,3,Y,13,8,1,17,2,8,6,7
41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,1959,Male,2,Research Scientist,Divorced,58280,1,Y,13,8,0,21,0,21,5,10
38,No,Travel_Rarely,Research & Development,24,2,Other,1,1960,Female,1,Laboratory Technician,Single,23260,8,Y,14,8,0,19,3,1,0,0
26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,1961,Female,1,Manufacturing Director,Single,135250,8,Y,17,8,1,7,4,2,2,2
52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,1962,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9
44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1963,Female,1,Healthcare Representative,Married,80200,3,Y,11,8,1,23,2,12,11,11
50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,1964,Male,1,Laboratory Technician,Married,36880,0,Y,11,8,0,19,3,18,0,13
36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,1965,Male,4,Sales Executive,Single,54820,1,Y,18,8,0,18,3,17,15,14
39,No,Travel_Frequently,Sales,11,3,Marketing,1,1966,Male,1,Sales Executive,Single,160150,1,Y,11,8,0,21,3,21,2,8
33,No,Non-Travel,Sales,9,2,Technical Degree,1,1967,Male,5,Sales Representative,Single,12000,0,Y,11,8,1,3,3,2,2,2
45,No,Travel_Rarely,Research & Development,7,2,Other,1,1968,Male,1,Human Resources,Married,56610,3,Y,12,8,0,26,2,9,1,1
32,No,Non-Travel,Research & Development,15,3,Medical,1,1969,Male,2,Manager,Single,69290,9,Y,20,8,0,10,6,8,7,7
34,No,Travel_Rarely,Sales,6,4,Marketing,1,1970,Male,2,Research Director,Divorced,96130,0,Y,12,8,1,16,5,15,0,9
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1971,Male,2,Research Scientist,Married,56740,3,Y,12,8,0,14,6,6,0,4
45,No,Travel_Rarely,Research & Development,16,1,Medical,1,1972,Male,2,Sales Executive,Single,54840,1,Y,20,8,3,6,6,6,0,4
53,No,Travel_Frequently,Sales,8,2,Medical,1,1973,Male,2,Research Scientist,Married,120610,2,Y,20,8,1,30,2,15,6,12
36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1974,Female,1,Research Scientist,Divorced,56600,7,Y,12,8,0,9,3,1,0,0
26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,1975,Male,2,Research Scientist,Married,48210,6,Y,14,8,2,6,2,3,1,2
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1976,Male,1,Sales Representative,Married,64100,1,Y,13,8,1,1,5,1,0,0
28,No,Travel_Rarely,Research & Development,10,3,Other,1,1977,Male,2,Sales Representative,Married,52100,1,Y,15,8,0,1,1,1,0,0
38,No,Travel_Frequently,Sales,9,4,Medical,1,1978,Male,2,Research Scientist,Married,26950,3,Y,14,8,1,8,4,2,2,2
50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1979,Male,1,Sales Executive,Married,118780,2,Y,13,8,1,29,2,8,7,7
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1980,Male,1,Laboratory Technician,Single,170680,3,Y,23,8,0,8,6,4,0,1
40,No,Travel_Rarely,Human Resources,2,3,Medical,1,1981,Male,5,Sales Executive,Married,24550,1,Y,15,8,1,8,2,7,7,5
26,No,Travel_Frequently,Research & Development,3,3,Medical,1,1982,Male,2,Laboratory Technician,Divorced,139640,1,Y,11,8,2,5,1,5,1,3
46,No,Travel_Rarely,Research & Development,2,1,Medical,1,1983,Female,3,Research Scientist,Divorced,49410,9,Y,13,8,2,23,2,2,2,2
54,No,Travel_Rarely,Research & Development,5,3,Medical,1,1984,Female,2,Manufacturing Director,Married,24780,6,Y,11,8,0,13,0,9,7,0
56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1985,Female,2,Manufacturing Director,Married,52280,2,Y,11,8,0,18,4,5,0,3
36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1986,Female,2,Human Resources,Single,44780,0,Y,18,8,1,15,3,14,7,8
55,No,Non-Travel,Research & Development,2,3,Medical,1,1987,Female,2,Manager,Single,75470,7,Y,16,8,0,31,2,9,6,2
43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,1988,Male,3,Research Scientist,Divorced,50550,5,Y,22,8,0,18,2,1,0,0
20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,1989,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2
21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1990,Male,1,Manager,Single,57750,1,Y,18,8,0,1,2,1,1,0
46,No,Travel_Rarely,Sales,12,3,Marketing,1,1991,Female,3,Healthcare Representative,Divorced,89430,8,Y,12,8,1,19,6,16,1,7
51,Yes,Travel_Rarely,Sales,23,3,Medical,1,1992,Female,2,Research Scientist,Married,192720,9,Y,20,8,0,18,2,10,2,7
28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,1993,Female,4,Laboratory Technician,Single,52380,1,Y,17,8,1,10,4,10,1,9
26,No,Travel_Rarely,Research & Development,5,4,Medical,1,1994,Female,2,Sales Executive,Married,46820,1,Y,11,8,1,6,3,5,1,3
30,No,Travel_Rarely,Research & Development,8,3,Medical,1,1995,Female,1,Sales Executive,Married,183000,0,Y,14,8,0,7,6,6,0,2
41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1996,Female,1,Research Director,Married,52570,1,Y,14,8,0,10,2,10,0,8
38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,1997,Male,1,Sales Executive,Married,63490,NA,Y,11,8,0,20,3,19,1,9
40,No,Travel_Rarely,Sales,1,4,Marketing,1,1998,Male,1,Sales Executive,Married,48690,4,Y,12,8,0,14,2,11,11,1
27,No,Non-Travel,Sales,11,3,Technical Degree,1,1999,Female,2,Laboratory Technician,Married,99850,1,Y,14,8,1,3,3,3,1,2
55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,2000,Male,3,Laboratory Technician,Married,36970,3,Y,13,8,1,23,1,3,1,2
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2001,Male,2,Healthcare Representative,Single,74570,3,Y,11,8,2,10,1,8,1,7
44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,2002,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6
33,No,Travel_Rarely,Sales,23,4,Marketing,1,2003,Female,4,Sales Executive,Divorced,39830,4,Y,12,8,0,9,3,3,1,2
35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,2004,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7
33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,2005,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8
28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,2006,Male,2,Research Scientist,Divorced,63470,1,Y,15,8,1,4,2,4,2,2
34,No,Travel_Frequently,Sales,29,4,Marketing,1,2007,Male,1,Research Scientist,Single,115100,0,Y,14,8,1,7,5,6,0,4
37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2008,Male,4,Sales Executive,Divorced,71430,2,Y,21,8,0,8,6,1,0,0
25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,2009,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6
26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,2010,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0
33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2011,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,2012,Male,4,Research Scientist,Married,60320,0,Y,14,8,0,23,2,22,13,7
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2013,Male,2,Manager,Divorced,29760,1,Y,14,8,0,1,3,1,0,0
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,2014,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0
33,No,Travel_Frequently,Sales,9,3,Medical,1,2015,Female,2,Research Scientist,Married,46490,0,Y,12,8,0,4,2,3,0,2
34,No,Non-Travel,Sales,1,1,Marketing,1,2016,Female,2,Research Director,Married,26960,3,Y,23,8,0,6,3,0,0,0
48,No,Non-Travel,Sales,2,1,Life Sciences,1,2017,Male,2,Sales Executive,Single,23700,2,Y,11,8,0,27,3,5,2,1
45,No,Non-Travel,Research & Development,1,3,Medical,1,2018,Female,2,Human Resources,Married,125040,1,Y,12,8,1,15,2,15,4,12
52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2019,Male,1,Sales Executive,Single,59740,7,Y,18,8,1,18,6,8,4,0
38,No,Travel_Rarely,Research & Development,6,2,Medical,1,2020,Male,1,Research Scientist,Divorced,47360,0,Y,11,8,1,9,3,8,2,7
29,No,Travel_Rarely,Research & Development,8,3,Medical,1,2021,Female,4,Research Scientist,Divorced,52960,4,Y,14,8,0,11,3,7,1,7
28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,2022,Female,4,Laboratory Technician,Divorced,67810,0,Y,15,8,1,10,2,9,1,7
46,No,Travel_Rarely,Research & Development,6,4,Medical,1,2023,Male,3,Sales Executive,Married,21740,3,Y,11,8,1,23,3,12,4,9
38,No,Travel_Rarely,Research & Development,7,4,Medical,1,2024,Male,1,Sales Executive,Single,66530,7,Y,20,8,1,10,2,1,0,0
43,No,Travel_Frequently,Research & Development,5,3,Medical,1,2025,Female,2,Laboratory Technician,Married,96990,8,Y,19,8,1,18,3,8,0,1
39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,2026,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2027,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2028,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2
39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,2029,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3
36,No,Non-Travel,Research & Development,1,3,Medical,1,2030,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2031,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2
28,No,Travel_Rarely,Sales,2,4,Marketing,1,2032,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4
35,No,Travel_Frequently,Research & Development,9,2,Other,1,2033,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2
49,No,Travel_Rarely,Sales,2,2,Medical,1,2034,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3
34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,2035,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2
29,No,Travel_Frequently,Research & Development,1,4,Medical,1,2036,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1
42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,2037,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0
29,No,Travel_Rarely,Sales,4,2,Other,1,2038,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2
38,No,Travel_Rarely,Research & Development,1,3,Medical,1,2039,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0
28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,2040,Male,1,Manager,Divorced,52530,1,Y,15,8,0,3,2,3,0,2
18,Yes,Non-Travel,Research & Development,2,4,Medical,1,2041,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2042,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3
41,No,Travel_Rarely,Research & Development,4,2,Medical,1,2043,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,2044,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2045,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,9,2,6,1,3
27,No,Travel_Rarely,Research & Development,6,2,Medical,1,2046,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2
34,No,Travel_Rarely,Sales,1,1,Marketing,1,2047,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2048,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2049,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10
40,No,Travel_Frequently,Research & Development,2,4,Medical,1,2050,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,2051,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2052,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5
35,No,Travel_Rarely,Research & Development,5,3,Medical,1,2053,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7
24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,2054,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2055,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2056,Male,2,Sales Representative,Married,143360,1,Y,21,8,1,8,3,8,0,7
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2057,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,2058,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0
35,No,Travel_Rarely,Research & Development,18,5,Medical,1,2059,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,2060,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9
35,No,Travel_Frequently,Research & Development,3,3,Medical,1,2061,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2
43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,2062,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3
32,No,Non-Travel,Research & Development,11,2,Other,1,2063,Female,2,Research Scientist,Divorced,44870,1,Y,11,8,0,1,5,1,0,0
56,No,Travel_Rarely,Research & Development,3,2,Other,1,2064,Male,2,Healthcare Representative,Divorced,44490,4,Y,15,8,0,28,3,5,4,2
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,2065,Male,1,Laboratory Technician,Married,22180,1,Y,24,8,1,10,1,10,0,8
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2066,Male,2,Laboratory Technician,Single,191970,1,Y,12,8,0,1,2,1,0,0
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2067,Female,2,Sales Representative,Married,132120,4,Y,13,8,0,7,4,3,0,2
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,2068,Male,3,Research Scientist,Married,65770,1,Y,13,8,0,14,1,14,3,11
20,No,Travel_Rarely,Research & Development,6,3,Medical,1,2069,Male,5,Research Director,Single,83920,1,Y,17,8,0,2,5,2,1,2
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,2070,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2071,Male,1,Research Director,Divorced,40310,3,Y,12,8,1,26,3,7,4,7
29,No,Travel_Rarely,Research & Development,23,3,Medical,1,2072,Male,1,Sales Executive,Married,79690,0,Y,14,8,0,6,3,5,1,3
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,2073,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2074,Male,2,Research Scientist,Married,165550,8,Y,14,8,2,28,4,26,15,9
44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,2075,Male,1,Sales Representative,Single,45560,2,Y,13,8,0,6,4,0,0,0
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,2076,Female,1,Manager,Married,60910,1,Y,15,8,0,5,6,5,1,4
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,2077,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0
30,No,Travel_Rarely,Sales,20,3,Marketing,1,2078,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3
40,No,Travel_Frequently,Sales,9,3,Medical,1,2079,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,2080,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,2081,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3
46,No,Travel_Rarely,Research & Development,8,4,Other,1,2082,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3
35,No,Travel_Rarely,Sales,4,4,Marketing,1,2083,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,2084,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0
33,No,Travel_Frequently,Research & Development,9,2,Medical,1,2085,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,2086,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7
30,No,Travel_Rarely,Sales,29,3,Marketing,1,2087,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9
44,No,Travel_Rarely,Research & Development,3,4,Medical,1,2088,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,2089,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2
46,No,Travel_Rarely,Sales,9,1,Medical,1,2090,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4
42,No,Non-Travel,Research & Development,5,4,Medical,1,2091,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3
60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,2092,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9
32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,2093,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2094,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7
36,No,Travel_Rarely,Sales,3,2,Marketing,1,2095,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7
33,No,Travel_Rarely,Sales,26,2,Marketing,1,2096,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10
40,No,Travel_Rarely,Research & Development,1,3,Medical,1,2097,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,2098,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1
30,No,Travel_Rarely,Sales,9,3,Marketing,1,2099,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7
42,No,Travel_Frequently,Human Resources,8,2,Medical,1,2100,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0
35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,2101,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2102,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8
54,No,Travel_Frequently,Research & Development,9,2,Medical,1,2103,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,2104,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7
19,Yes,Non-Travel,Sales,2,2,Other,1,2105,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,2106,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,2107,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,2108,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1
31,No,Travel_Rarely,Sales,24,1,Marketing,1,2109,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,2110,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,2111,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7
49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,2112,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0
36,No,Travel_Frequently,Sales,5,2,Marketing,1,2113,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2114,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2115,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3
29,No,Travel_Rarely,Sales,17,4,Medical,1,2116,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0
48,No,Travel_Rarely,Sales,1,1,Marketing,1,2117,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,2118,Female,2,Healthcare Representative,Divorced,48050,3,Y,16,8,1,9,2,7,1,7
34,No,Travel_Rarely,Sales,9,4,Medical,1,2119,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2120,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2121,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8
19,No,Travel_Rarely,Sales,2,4,Marketing,1,2122,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1
23,No,Travel_Rarely,Sales,2,3,Medical,1,2123,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,2124,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,2125,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,2126,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11
